ID,Var_ID,Name,Description,ord
CARNEIRO_151-1,CARNEIRO_151,present,present,1
CARNEIRO_152-0,CARNEIRO_152,absent,absent,0
CARNEIRO_152-1,CARNEIRO_152,present,present,1
CARNEIRO_153-0,CARNEIRO_153,absent,absent,0
CARNEIRO_153-1,CARNEIRO_153,present,present,1
CARNEIRO_154-0,CARNEIRO_154,absent,absent,0
CARNEIRO_154-1,CARNEIRO_154,present,present,1
CARNEIRO_155-0,CARNEIRO_155,absent,absent,0
CARNEIRO_155-1,CARNEIRO_155,present,present,1
CARNEIRO_156-0,CARNEIRO_156,absent,absent,0
CARNEIRO_156-1,CARNEIRO_156,present,present,1
CARNEIRO_157-0,CARNEIRO_157,absent,absent,0
CARNEIRO_157-1,CARNEIRO_157,present,present,1
CARNEIRO_158-0,CARNEIRO_158,absent,absent,0
CARNEIRO_158-1,CARNEIRO_158,present,present,1
CARNEIRO_159-0,CARNEIRO_159,absent,absent,0
CARNEIRO_159-1,CARNEIRO_159,present,present,1
CARNEIRO_160-0,CARNEIRO_160,absent,absent,0
CARNEIRO_160-1,CARNEIRO_160,present,present,1
CARNEIRO_161-0,CARNEIRO_161,absent,absent,0
CARNEIRO_161-1,CARNEIRO_161,present,present,1
CARNEIRO_162-0,CARNEIRO_162,absent,absent,0
CARNEIRO_162-1,CARNEIRO_162,present,present,1
CARNEIRO_163-0,CARNEIRO_163,absent,absent,0
CARNEIRO_163-1,CARNEIRO_163,present,present,1
CARNEIRO_164-0,CARNEIRO_164,absent,absent,0
CARNEIRO_164-1,CARNEIRO_164,present,present,1
CARNEIRO_165-0,CARNEIRO_165,absent,absent,0
CARNEIRO_165-1,CARNEIRO_165,present,present,1
CARNEIRO_166-0,CARNEIRO_166,absent,absent,0
CARNEIRO_166-1,CARNEIRO_166,present,present,1
CARNEIRO_167-0,CARNEIRO_167,absent,absent,0
CARNEIRO_167-1,CARNEIRO_167,present,present,1
CARNEIRO_168-0,CARNEIRO_168,absent,absent,0
CARNEIRO_168-1,CARNEIRO_168,present,present,1
CARNEIRO_169-0,CARNEIRO_169,absent,absent,0
CARNEIRO_169-1,CARNEIRO_169,present,present,1
CARNEIRO_170-0,CARNEIRO_170,absent,absent,0
CARNEIRO_170-1,CARNEIRO_170,present,present,1
CARNEIRO_171-0,CARNEIRO_171,absent,absent,0
CARNEIRO_171-1,CARNEIRO_171,present,present,1
CARNEIRO_172-0,CARNEIRO_172,absent,absent,0
CARNEIRO_172-1,CARNEIRO_172,present,present,1
CARNEIRO_173-0,CARNEIRO_173,absent,absent,0
CARNEIRO_173-1,CARNEIRO_173,present,present,1
CARNEIRO_174-0,CARNEIRO_174,absent,absent,0
CARNEIRO_174-1,CARNEIRO_174,present,present,1
CARNEIRO_175-0,CARNEIRO_175,absent,absent,0
CARNEIRO_175-1,CARNEIRO_175,present,present,1
CARNEIRO_176-0,CARNEIRO_176,absent,absent,0
CARNEIRO_176-1,CARNEIRO_176,present,present,1
CARNEIRO_177-0,CARNEIRO_177,absent,absent,0
CARNEIRO_177-1,CARNEIRO_177,present,present,1
CARNEIRO_178-0,CARNEIRO_178,absent,absent,0
CARNEIRO_178-1,CARNEIRO_178,present,present,1
CARNEIRO_179-0,CARNEIRO_179,absent,absent,0
CARNEIRO_179-1,CARNEIRO_179,present,present,1
CARNEIRO_180-0,CARNEIRO_180,absent,absent,0
CARNEIRO_180-1,CARNEIRO_180,present,present,1
CARNEIRO_181-0,CARNEIRO_181,absent,absent,0
CARNEIRO_181-1,CARNEIRO_181,present,present,1
CARNEIRO_182-0,CARNEIRO_182,absent,absent,0
CARNEIRO_182-1,CARNEIRO_182,present,present,1
CARNEIRO_183-0,CARNEIRO_183,absent,absent,0
CARNEIRO_183-1,CARNEIRO_183,present,present,1
